id,author_year,cave_region_id,is_archival,description,region,archival_flag
15837,Kozakiewicz K. 1996,47,,"Kozakiewicz K. 1996: Wpływ zamknięcia Jaskini Białej na jej mikroklimat i skład gatunkowy zimującej populacji nietoperzy. [W:] Wołoszyn B.W. (red.), Aktualne problemy ochrony nietoperzy w Polsce: 79–84. Publikacje Centrum Informacji Chiropterologicznej, Instytut Systematyki i Ewolucji Zwierząt Polskiej Akademii Nauk w Krakowie, Kraków.",Wyżyna Śląsko-Krakowska,
10929,"Kozakiewicz K., Strzałka M. 1996",47,,"Kozakiewicz K., Strzałka M. 1996: Dynamika liczebności nietoperzy hibernujących w jaskini nietoperzowej w sezonie zimowym 1994/95. [W:] B.W. Wołoszyn (red.), Aktualne Problemy Ochrony Nietoperzy w Polsce. Materiały z IX Ogólnopolskiej Konferencji Chiropterologicznej, Kraków 25-26 listopada 1995 r.: 85-100. Publikacje Centrum Informacji Chiropterologicznej ISEZ PAN Kraków.",Wyżyna Śląsko-Krakowska,
11378,"Kozakiewicz K., Wołoszyn B.W. 2008",47,,"Kozakiewicz K., Wołoszyn B.W. 2008: Nietoperze Ojcowskiego Parku Narodowego. [W: ] Klasa A., Partyka J., [red.], Monografia Ojcowskiego Parku Narodowego. Przyroda.: 471-504, Ojców.",Wyżyna Śląsko-Krakowska,
15839,Kozibąk A. 2015,47,,"Kozibąk A. 2015: Opis wizyty Stanisława Augusta Poniatowskiego na zamku w Ojcowie 5 lipca 1787 roku. Prądnik, 25: 241–246.",Wyżyna Śląsko-Krakowska,
13888,Kozica-Zwijacz T. 1996,41,,Kozica-Zwijacz T. 1996: patrz Zwijacz-Kozica T.,Tatry,
15841,Kozik A. 1971a,47,,"Kozik A. 1971a: Jaskinia „Jama Mała”. Jamnik [Biuletyn Informacyjny Krakowskiego Klubu Turystyki Jaskiniowej przy oddziale Krakowskim PTTK], 2: 8–9.",Wyżyna Śląsko-Krakowska,
15843,Kozik A. 1971b,47,,"Kozik A. 1971b: Łykawiec. Jamnik [Biuletyn Informacyjny Krakowskiego Klubu Turystyki Jaskiniowej przy oddziale Krakowskim PTTK], 2: 4–5.",Wyżyna Śląsko-Krakowska,
13889,Kozik A. 1972a,41,,"Kozik A. 1972a: Jaskinie polskich Tatr Zachodnich. Jamnik 3: 3-9, Kraków.",Tatry,
13813,Kozik A. 1972b,41,,"Kozik A. 1972b: Okres od 1.06.1971 do 30,06,1972 w KKTJ. Jamnik 3: 19-22, Kraków.",Tatry,
13814,Kozik A. 1972c,41,,"Kozik A. 1972c: Wyprawa do jaskini Bańdzioch Kominiarski. Jamnik 3: 24-25, Kraków.",Tatry,
13815,Kozik A. 1983a,41,,"Kozik A. 1983a: Strefa ""peryglacjalna"" w jaskiniach. Prace Nauk. U. Śl. w Katowicach 614, Geologia 7: 99-100, Katowice.",Tatry,
13816,Kozik A. 1983b,41,,"Kozik A. 1983b: Fragmenty kroniki z Jamnika nr 3. Eksplorancik 5: 6, Kraków.",Tatry,
13817,Kozik A. 1986,41,,"Kozik A. 1986: T.96 Jaskinia Śnieżna Studnia (""Lodowa pod Kotlinami""); artykuł przygotowany dla tomu 6 ""Krasu i Speleologii"" - opis i plan górnych partii, dane historyczne, obserwacje pokrywy lodowej z ilustracjami jej zmian. Arch. PTPNoZ, Warszawa.",Tatry,
11379,Koziorowski K. 1898,47,,"Koziorowski K. 1898: Kilka słów o Jaskini Olsztyńskiej. Wszechświat XVII: 712-716, Warszawa.",Wyżyna Śląsko-Krakowska,
15845,Kozłowska A. 1921a,47,,"Kozłowska A. 1921a: O zbożach kopalnych z okresu neolitu w Polsce. Rozprawy Wydziału Matematyczno-Przyrodniczego Polskiej Akademii Umiejętności, Serja III, Dział B, Nauki Biologiczne, 20 [za 1920]: 1–20.",Wyżyna Śląsko-Krakowska,
11380,Kozłowska A. 1921b,47,,"Kozłowska A. 1921b: Z badań nad florą paleolitu w Polsce. Kosmos 46: 621-624, Lwów.",Wyżyna Śląsko-Krakowska,
15847,Kozłowska A. 1949,47,,"Kozłowska A. 1949: Pochodzenie zbóż i ziemniaka. Państwowe Zakłady Wydawnictw Szkolnych, Warszawa, 68 ss.",Wyżyna Śląsko-Krakowska,
10498,Kozłowski J. 1969,30,,"Kozłowski J. 1969: Stanowisko paleolityczne w Jaskini Raj. Z Otchłani Wieków 35, 1:  3-8, Warszawa.",Region Świętokrzyski,
10499,Kozłowski J. 1972,30,,"Kozłowski J. 1972: Archeological materials. W: Studies on Raj cave near Kielce (Poland) and its deposits. Folia Quatern. 41: 61-132, Kraków.",Region Świętokrzyski,
10500,Kozłowski J. 1974,30,,"Kozłowski J. 1974: Środkowy peleolit w jaskini Raj: zarentien czy Taubachien? W:  Badania i udostępnienie jaskini Raj.(red. Rubinowski Z.). Wyd. Geol., s.153-159, Warszawa.",Region Świętokrzyski,
13818,Kozłowski J.K. 1960a,41,,"Kozłowski J.K. 1960a: W sprawie tzw. kultury łowców niedźwiedzia jaskiniowego. Acta Archeol. Carpatica 1, 2, Kraków.",Tatry,
15849,Kozłowski J.K. 1960b,47,,"Kozłowski J.K. 1960b: Paleolit. Zeszyty Naukowe Uniwersytetu Jagiellońskiego, 28, Prace Archeologiczne, 1: 17–65.",Wyżyna Śląsko-Krakowska,
15851,Kozłowski J.K. 1962,47,,"Kozłowski J.K. 1962: Quelques remarques sur l’origine de l’extension du Magdalénienen Europe Centrale. Folia Quaternaria, 10: 1–29.",Wyżyna Śląsko-Krakowska,
15853,Kozłowski J.K. 1963,47,,"Kozłowski J.K. 1963: Stanowisko przemysłu magdaleńskiego w Jaskini Maszyckiej. Materiały Archeologiczne, 4: 6–42.",Wyżyna Śląsko-Krakowska,
15855,Kozłowski J.K. 1964,47,,"Kozłowski J.K. 1964: Quelques problèmes de la subdivision chronologiquedu Magdalénien en Europe Centrale. Archaeologia Polona, 7: 180–192.",Wyżyna Śląsko-Krakowska,
15857,Kozłowski J.K. 1965a,47,,"Kozłowski J.K. 1965a: Studia nad zróżnicowaniem kulturowym w paleolicie górnym Europy środkowej. Zeszyty Naukowe Uniwersytetu Jagiellońskiego, 109, Prace Archeologiczne, 7: 6–149.",Wyżyna Śląsko-Krakowska,
15859,Kozłowski J.K. 1965b,47,,"Kozłowski J.K. 1965b: Ze studiów nad kulturą ceramiki promienistej. Archeologia Polski, 10: 178–216.",Wyżyna Śląsko-Krakowska,
15861,Kozłowski J.K. 1966,47,,"Kozłowski J.K. 1966: Próba klasyfikacji materiałów zaliczanych do kultury lengyelskiej i nadcisańskiej w Polsce południowej. Archeologia Polski, 11: 7–27.",Wyżyna Śląsko-Krakowska,
15863,Kozłowski J.K. 1971a,47,,"Kozłowski J.K. 1971a: Niektóre aspekty genezy kultury ceramiki promienistej w Polsce. Światowit, 32: 27–60.",Wyżyna Śląsko-Krakowska,
15865,Kozłowski J.K. 1971b,47,,"Kozłowski J.K. 1971b: Lesproblémes du Magdalénien en Europe centraleest. [W:] Actes du VIII Congrès Interntional des Sciences Préhistoriques et Protohistoriques B Tome I: 53–70. Union Internationale des Sciences Préhistoriques et Protohistoriques, Beograd.",Wyżyna Śląsko-Krakowska,
15869,Kozłowski J.K. 1972a,47,,"Kozłowski J.K. 1972a: Archeologia Prahistoryczna. Część I. Starsza epoka kamienna. Paleolit. Nakładem Uniwersytetu Jagiellońskiego, Kraków, 323 ss.",Wyżyna Śląsko-Krakowska,
15867,Kozłowski J.K. 1972a,47,,"Kozłowski J.K. 1972a: Archeologia Prahistoryczna. Część I. Starsza epoka kamienna. Paleolit. Nakładem Uniwersytetu Jagiellońskiego, Kraków, 323 ss.",Wyżyna Śląsko-Krakowska,
15871,Kozłowski J.K. 1972b,47,,"Kozłowski J.K. 1972b: Wschodnie peryferie kultury magdaleńskiej. Archeologia Polski, 17: 47–85.",Wyżyna Śląsko-Krakowska,
15873,Kozłowski J.K. 1973,47,,"Kozłowski J.K. 1973: Le problème de la périodisation de la civilistaion de la céramiquecanneléeen Pologne. [W:] Chropavský B. (red.), Symposium über die Enstehung und Chronologie der Baden Kultur: 167–185. Verlag der Slowakischen Akademie der Wissenschaften, Bratislava.",Wyżyna Śląsko-Krakowska,
15875,Kozłowski J.K. 1978,47,,"Kozłowski J.K. 1978: Kultura magdaleńska czy kultury magdaleńskie? Prace i Materiały Muzeum Archeologicznego i Etnograficznego w Łodzi, Seria Archeologiczna, 25: 206–211.",Wyżyna Śląsko-Krakowska,
15877,Kozłowski J.K. 1985,47,,"Kozłowski J.K. 1985: Sur la contemporanéité des différents faciès du Magdalénien. Jahrbuch des Bernischen Historischen Museums, 63–64(za 1983–1984): 211–216.",Wyżyna Śląsko-Krakowska,
15879,Kozłowski J.K. 1989a,47,,"Kozłowski J.K. 1989a: Struktura społeczna i wierzenia. [W:] Kmieciński J. (red.), Pradzieje ziem polskich. Tom I. Od paleolitu do środkowego okresu lateńskiego. Część 1: 112–121. Epoka kamienia. PWN, Warszawa.",Wyżyna Śląsko-Krakowska,
15881,Kozłowski J.K. 1989b,47,,"Kozłowski J.K. 1989b: Grupy kulturowe z lendzielską ceramiką niemalowaną i jednostki powstałe na podłożu wpływów późnopolgarskich. [W:] Kmieciński J. (red.), Pradzieje ziem polskich. Tom I. Od paleolitu do środkowego okresu lateńskiego. Część 1. Epoka kamienia: 180–202. PWN, Warszawa.",Wyżyna Śląsko-Krakowska,
15883,Kozłowski J.K. 1989c,47,,"Kozłowski J.K. 1989c: Kultura ceramiki promienistej (badeńska). [W:] Kmieciński J. (red.), Pradzieje ziem polskich. Tom I. Od paleolitu do środkowego okresu lateńskiego. Część 1. Epoka kamienia: 203–216. PWN, Warszawa.",Wyżyna Śląsko-Krakowska,
15885,Kozłowski J.K. 1989d,47,,"Kozłowski J.K. 1989d: La Magdalenien en Europe centrale et orientale. Le Temps de la Préhistorie, 1: 301–303.",Wyżyna Śląsko-Krakowska,
15887,Kozłowski J.K. 1990,47,,"Kozłowski J.K. 1990: Le Magdalenien en Pologne. Le Magdalenienen Europe. Etudes et Recherches Archeologiques de l=Universite de Liege (ERAUL), 38: 31–52.",Wyżyna Śląsko-Krakowska,
15889,Kozłowski J.K. 1999a,47,,"Kozłowski J.K. 1999a: Ekspansja Homo sapiens do Europy i rozwój górnego paleolitu w Europie. [W:] Kozłowski J.K. (red.), Prehistoria., Kraków: 87–111. (Encyklopedia Historyczna Świata. Tom 1).",Wyżyna Śląsko-Krakowska,
15891,Kozłowski J.K. 1999c,47,,"Kozłowski J.K. 1999c: Człowiek neandertalski i odrębność rozwoju kulturowego w środkowym paleolicie Europy. [W:] Kozłowski J.K. (red.), Prehistoria: 51–66. Agencja Publicystyczno-Wydawnicza Opres, Kraków. (Encyklopedia Historyczna Świata.Tom 1).",Wyżyna Śląsko-Krakowska,
15893,Kozłowski J.K. 2004,47,,"Kozłowski J.K. 2004: Świat przed „rewolucją” neolityczną. Fogra, Świat Książki, Kraków, Warszawa, 768 ss. (Wielka historia świata. Tom 1).",Wyżyna Śląsko-Krakowska,
15151,[Kozłowski J.K.] J.K. K. 1999b,47,,"[Kozłowski J.K.] J.K. K. 1999b: Maszycka Jaskinia. [W:] Kozłowski J.K. (red.), Prehistoria: s. 498. Agencja Publicystyczno-Wydawnicza Opres, Kraków. (Encyklopedia Historyczna Świata. Tom 1).",Wyżyna Śląsko-Krakowska,
15895,"Kozłowski J.K., Kozłowski S.K. 1975",47,,"Kozłowski J.K., Kozłowski S.K. 1975: Pradzieje Europy od XL do IV tysiąclecia p.n.e. PWN, Warszawa, 504 ss.",Wyżyna Śląsko-Krakowska,
15897,"Kozłowski J.K., Kozłowski S.K. 1977",47,,"Kozłowski J.K., Kozłowski S.K. 1977: Epoka kamienia na ziemiach polskich. PWN, Warszawa, 388 ss.",Wyżyna Śląsko-Krakowska,
15899,"Kozłowski J.K., Kozłowski S.K. 1979",47,,"Kozłowski J.K., Kozłowski S.K. 1979: Upper Palaeolithic and Mesolithic in Europe. Taxonomy and palaeohistory. Prace Komisji Archeologicznej Polskiej Akademii Nauk Oddział w Krakowie, 18: 1–179.",Wyżyna Śląsko-Krakowska,
15901,"Kozłowski J.K., Kozłowski S.K. 1996",47,,"Kozłowski J.K., Kozłowski S.K. 1996. Le Paléolithique en Pologne. Éditions Jérôme Millon, Grenoble, 240 ss. (Série ""Préhistoire d’Europe"", 2).",Wyżyna Śląsko-Krakowska,
15903,"Kozłowski J.K., Kozłowski S.K. 2004",47,,"Kozłowski J.K., Kozłowski S.K. 2004: Conclusions. [W:] Sachse-Kozłowska E., Kozłowski S.K. (red.), Piekary près de Cracovie (Pologne). Complexe des sites Paléolithiques: 149–156. Polska Akademia Umiejętności, Kraków.",Wyżyna Śląsko-Krakowska,
15905,"Kozłowski J.K., Pettitt P.B. 2001",47,,"Kozłowski J.K., Pettitt P.B. 2001: Absolute dating of the Polish Magdalenian. Fontes Archaeologici Posnaniensis, 39: 31–35.",Wyżyna Śląsko-Krakowska,
15907,Kozłowski L. 1921,47,,"Kozłowski L. 1921: Stan i zadania badań nad epoką kamienia w Polsce. Wiadomości Archeologiczne, 6: 23–46.",Wyżyna Śląsko-Krakowska,
11381,Kozłowski L. 1921,47,,"Kozłowski L. 1921: Stan i zadania badań nad epoką kamienia w Polsce. Wiadomości Archeologiczne, 6: 23–46.",Wyżyna Śląsko-Krakowska,
15909,Kozłowski L. 1922,47,,"Kozłowski L. 1922: Starsza epoka kamienna w Polsce (Paleolit). Poznańskie Towarzystwo Przyjaciół Nauk, Poznań, 59 ss. (Prace Komisji Archeologicznej, 1, 1).",Wyżyna Śląsko-Krakowska,
11382,Kozłowski L. 1922,47,,"Kozłowski L. 1922: Starsza epoka kamienna w Polsce (Paleolit). Poznańskie Towarzystwo Przyjaciół Nauk, Poznań, 59 ss. (Prace Komisji Archeologicznej, 1, 1).",Wyżyna Śląsko-Krakowska,
11383,Kozłowski L. 1924,47,,"Kozłowski L. 1924: Die ältere Steinzeit in Polen. Die Eiszeit 1: 112-163, Leipzig. ",Wyżyna Śląsko-Krakowska,
15911,Kozłowski L. 1924a,47,,"Kozłowski L. 1924a: Młodsza epoka kamienna w Polsce (neolit). Archiwum Towarzystwa Naukowego we Lwowie, Wydział II Historyczno-Filozoficzny, 2: 81–322.",Wyżyna Śląsko-Krakowska,
11384,Kozłowski L. 1924a,47,,"Kozłowski L. 1924a: Młodsza epoka kamienna w Polsce (neolit). Archiwum Towarzystwa Naukowego we Lwowie, Wydział II Historyczno-Filozoficzny, 2: 81–322.",Wyżyna Śląsko-Krakowska,
14220,Kozłowski S. 1952,39,,"Kozłowski S. 1952: Grota naciekowa w Stroniu Śląskim. Chrońmy Przyr. Ojczystą, VIII (6):50-53. Kraków.",Sudety,
10501,Kozłowski S. 1974,30,,"Kozłowski S. 1974: Stan prawny ochrony jaskini Raj. W: Badania i udostępnienie jaskini Raj. (red. Rubinowski Z.). Wyd. Geol., s.161-165, Warszawa.",Region Świętokrzyski,
14224,Kozłowski S. 1977,39,,"Kozłowski S. 1977: Działalność Naukowego Komitetu Opiekuńczego Jaskini Niedźwiedziej w Kletnie. Przegląd Geologiczny, 1. Warszawa.",Sudety,
14223,Kozłowski S. 1980,39,,"Kozłowski S. 1980: Sześćdziesiąt lat ochrony przyrody nieożywionej. Chrońmy Przyrodę Ojczystą, 1-2. Kraków.",Sudety,
14221,Kozłowski S. 1989a,39,,"Kozłowski S. 1989a: Budowa geologiczna otoczenia jaskini. [W:] Jahn A., Kozłowski S., Wiszniowska T. (red.), 1989: Jaskinia Niedźwiedzia w Kletnie. Badania i udostępnianie,: 80-118. Ossolineum, Wrocław – Warszawa.",Sudety,
14222,Kozłowski S. 1989b,39,,"Kozłowski S. 1989b. Historia udostępniania i ochrony jaskini. [W:] Jahn A., Kozłowski S., Wiszniowska T. (red.), 1989: Jaskinia Niedźwiedzia w Kletnie. Badania i udostępnianie, : 25-336. Ossolineum, Wrocław – Warszawa – Kraków – Gdańsk – Łódź.",Sudety,
10502,"Kozłowski S., Radwan J., Wójcik Z. 1965",30,,"Kozłowski S., Radwan J., Wójcik Z. 1965: Rezerwat geologiczny na Kadzielni. Ochr. Przyr. 31: 117-160, Warszawa.",Region Świętokrzyski,
10503,"Kozłowski S., Rubinowski Z. 1973",30,,"Kozłowski S., Rubinowski Z. 1973: Założenia do projektu muzeum na Kadzielni w Kielcach. Zesz. Przyrodn. (Muz. Świętokrz.) 1: 1-51, Kielce.",Region Świętokrzyski,
10504,"Kozłowski S., Wójcik Z. 1964",30,,"Kozłowski S., Wójcik Z. 1964: Projekt muzeum geologicznego na Kadzielni w Kielcach. Przegl. Geol. 10: 4-6, Warszawa.",Region Świętokrzyski,
15913,Kozłowski S.K. 1963,47,,"Kozłowski S.K. 1963: Badania w Jaskini Maszyckiej w latach 1962–63. [W:] I Sympozjum Paleolityczne: 45–51. Uniwersytet Jagielloński. Katedra Archeologii Polski, Kraków.",Wyżyna Śląsko-Krakowska,
15915,Kozłowski S.K. 1966,47,,"Kozłowski S.K. 1966: Uwagi o pozycji stratygraficznej i wieku szczątków ludzkich z Jaskini Maszyckiej, pow. Olkusz. Archeologia Polski, 11: 307–312.",Wyżyna Śląsko-Krakowska,
15917,Kozłowski S.K. 1969,47,,"Kozłowski S.K. 1969: Górnopaleolityczne stanowisko w Jaskini Maszyckiej, pow. Olkusz. Sprawozdania Archeologiczne, 20: 26–33.",Wyżyna Śląsko-Krakowska,
15919,Kozłowski S.K. 1989,47,,"Kozłowski S.K. 1989: Paleohistoria. [W:] Kmieciński J. (red.), Pradzieje ziem polskich. Tom I: 122–134. PWN, Warszawa-Łódź.",Wyżyna Śląsko-Krakowska,
15921,Kozłowski S.K. 1996,47,,"Kozłowski S.K. 1996: Jak Stefan Krukowski nauki z archeologii pobierał. [W:] Kozłowski S.K., Lech J. (red.), Erazm Majewski i warszawska szkoła prehistoryczna: 103–109. Polska Akademia Nauk, Komitet Nauk Pre- i Protohistorycznych, PWN. Warszawa.",Wyżyna Śląsko-Krakowska,
15923,Kozłowski S.K. 2006a,47,,"Kozłowski S.K. 2006a: Introduction. [W:] Kozłowski S.K. (red.), Wylotne and Zwierzyniec. Paleolithic sites in southern Poland: 31–38. Polish Academy of Arts and Sciences, Kraków.",Wyżyna Śląsko-Krakowska,
15925,Kozłowski S.K. 2006b,47,,"Kozłowski S.K. 2006b: Introduction. [W:] Kozłowski S.K. (red.), Wylotne and Zwierzyniec. Paleolithic sites in southern Poland: 39–49. Polish Academy of Arts and Sciences, Kraków.",Wyżyna Śląsko-Krakowska,
15927,Kozłowski S.K. 2006c,47,,"Kozłowski S.K. 2006c: Groszak/coin-like Micoquian scrapers (Heidenschmide type). [W:] Kozłowski S.K. (red.), Wylotne and Zwierzyniec. Paleolithic Sites in Southern Poland: 279–283. Polish Academy of Arts and Sciences, Kraków.",Wyżyna Śląsko-Krakowska,
15929,Kozłowski S.K. 2006d,47,,"Kozłowski S.K. 2006d: Profesor. [W:] Partyka J., Lech J. (red.), Jura Ojcowska w pradziejach i początkach państwa polskiego: 696–702. Wydaw. OPN, Ojców.",Wyżyna Śląsko-Krakowska,
15801,Kozłowski S.K. 2006e,47,,"Kozłowski S.K. 2006e: Waldemar. [W:] Szymczak K., Przeździecki M. (red.), In memoriam Valdemari Chmielewski. Księga poświęcona pamięci profesora Waldemara Chmielewskiego: 31–35. Instytut Archeologii Uniwersytetu Warszawskiego, Warszawa.",Wyżyna Śląsko-Krakowska,
15803,Kozłowski S.K. 2006f,47,,"Kozłowski S.K. 2006f: Wylotne and Zwierzyniec; summary. [W:] Kozłowski S.K. (red.), Wylotne and Zwierzyniec. Paleolithic Sites in Southern Poland: 279–283. Polish Academy of Arts and Sciences, Kraków.",Wyżyna Śląsko-Krakowska,
15805,Kozłowski S.K. 2007,47,,"Kozłowski S.K. 2007: Stefan Krukowski narodziny giganta. Państwowe Muzeum Archeologiczne w Warszawie, Warszawa, 229 ss.",Wyżyna Śląsko-Krakowska,
15807,Kozłowski S.K. 2010,47,,"Kozłowski S.K. 2010: Leon. [W:] Kozłowski S.K., Sytnyk O. (red.), Profesor Leon Kozłowski: 205–302. Ośrodek Badań nad Antykiem Europy Południowo-Wschodniej Uniwersytetu Warszawskiego, Narodowa Akademia Nauk Ukrainy Instytut Ukrainoznawstwa im. I. Krypiakiewicza, Ministerstwo Oświaty i Nauki Ukrainy, Lwów-Warszawa.",Wyżyna Śląsko-Krakowska,
15809,Kozłowski S.K. 2012,47,,"Kozłowski S.K. 2012: Tak wiele, tak nieliczni. Młoda archeologia polska 1905–1928. Ośrodek Badań nad Antykiem Europy Południowo-Wschodniej Uniwersytetu Warszawskiego, Warszawa, 280 ss.",Wyżyna Śląsko-Krakowska,
15811,Kozłowski S.K. i in. 2012,47,,"Kozłowski S.K., Połtowicz-Bobak M., Bobak D., Terberger T. 2012: New information from Maszycka Cave and the Late Glacial recolonization of Central Europe. Quaternary International, 272–273: 288–296.",Wyżyna Śląsko-Krakowska,
15813,Kozłowski S.K. i in. 2017,47,,"Kozłowski S.K., Terberger T., Bobak D., Orschiedt J., Połtowicz-Bobak M. 2017: Eastern borders of the Magdalenian „à navettes” Maszycka cave in Lesser Poland (Southern Poland). [W:] Bourdier C., Chehmana L., Malgarini R., Połtowicz-Bobak M. (red.), L’essor du Magdalénien. Aspects culturels, symboliques et techniques des faciès à Navettes et à Lussac-Angles. Actes de la séance de la Société Préhistorique Française de Besançon, 17–19 octobre 2013: 187–205. Société Préhistorique Française, Paris. ",Wyżyna Śląsko-Krakowska,
15815,"Kozłowski S.K., Sachse-Kozłowska E. 1993",47,,"Kozłowski S.K., Sachse-Kozłowska E. 1993: Magdalenian family from the Maszycka Cave. [W:] Maszycka Cave. A Magdalenian site in southern Poland. Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz, 40: 116–204.",Wyżyna Śląsko-Krakowska,
11386,Krajcarz M. 2009,47,,"Krajcarz M. 2009: Pochodzenie szczątków lwa jaskiniowego (Pantera spelaea Goldfuss 1823) z Jaskini Biśnik. Materiały 43 Sympozjum Speleologicznego: 70-71, 16-18.10.2009 Zamość.",Wyżyna Śląsko-Krakowska,
11387,"Krajcarz M., Gola M. 2009",47,,"Krajcarz M., Gola M. 2009: Pochodzenie odzwierzęcej materii organicznej ze środkowoplejstoceńskich warstw namuliska Jaskini Biśnik. Materiały 43 Sympozjum Speleologicznego: 68-69, 16-18.10.2009 Zamość",Wyżyna Śląsko-Krakowska,
11385,"Krajcarz M., Madeyska T. 2010",47,,"Krajcarz M., Madeyska T. 2010: Application of the weathering parameters of bones to stratigraphical interpretation of the sediments from two caves (Deszczowa Cave and Nietoperzowa Cave, Kraków-Częstochowa Upland, Poland). Studia Quaternaria, 27: 43-54.",Wyżyna Śląsko-Krakowska,
14005,Krajcarz M.T. 2011,47,,"Krajcarz M.T. 2011: Różnice pomiędzy czasem sedymentacji osadów jaskiniowych a czasem zapisu warunków klimatycznych przez wskaźniki wietrzeniowe. [W:] Materiały 45 Sympozjum Speleologicznego: 83-84, 20-23.10.2011, Ojców.",Wyżyna Śląsko-Krakowska,
14006,"Krajcarz M.T., Cyrek K., Krajcarz M. 2011",47,,"Krajcarz M.T., Cyrek K., Krajcarz M. 2011: Zęby ssaków z osadów Jaskini Biśnik jako wskaźnik warunków klimatycznych. Wstępne wyniki badań składu izotopów trwałych węgla i tlenu z warstwy holoceńskiej. [W:] Materiały 45 Sympozjum Speleologicznego: 85-86, 20-23.10.2011, Ojców.",Wyżyna Śląsko-Krakowska,
15817,Krajcarz M.T. i in.  2018,47,,"Krajcarz M.T., Krajcarz M., Ginter B., Goslar T., Wojtal P. 2018: Towards a chronology of the Jarzmanowician—a new series of radiocarbon dates from Nietoperzowa Cave (Poland). Archaeometry, 60: 383–401.",Wyżyna Śląsko-Krakowska,
13969,Krajcarz M.T. i in. 2012,47,,"Krajcarz M.T., Sudoł M., Krajcarz M., Cyrek K. 2012: Stanowisko późnoczwartorzędowych osadów jaskiniowych - Schronisko nad Jaskinią Zegar w Skałach Zegarowych (Wyżyna Częstochowska). Przegląd Geologiczny t. 60: 546-554, Warszawa.",Wyżyna Śląsko-Krakowska,
13951,Krajcarz M.T. i in. 2012,47,,"Krajcarz M.T., Sudoł M., Krajcarz M., Cyrek K. 2012: Stanowisko późnoczwartorzędowych osadów jaskiniowych w Skałach Zegarowych (Wyżyna Częstochowska). Przegląd Geol. (2012-10) t.60: 546-554, Wyd Geol. Warszawa.",Wyżyna Śląsko-Krakowska,
15819,Krajcarz M.T. i in. 2016,47,,"Krajcarz M.T., Cyrek K., Krajcarz M., Mroczek P., Sudoł M., Szymanek M., Tomek T., Madeyska T. 2016: Loess in a cave: Lithostratigraphic and correlative value of loess and loess-like layers in caves from the Kraków-Częstochowa Upland (Poland). Quaternary International, 399: 13–30.",Wyżyna Śląsko-Krakowska,
15041,"Krajcarz M.,T. i in. 2017",47,,"Krajcarz M.T., Krajcarz M., Ginter B., Goslar T., Wojtal P. 2017: Towards a chronology of the Jerzmanowician – a new series of radiocarbon dates from Nietoperzowa Cave (Poland). Archeometry, 60: 383–401.",Wyżyna Śląsko-Krakowska,
13819,"Krajewski, M. 1998",41,,"Krajewski, M. 1998: Komin w Ratuszu - jaskinia znana i nieznana. Jaskinie 1 (8): 5, Kraków.",Tatry,
10088,Krajewski M. 1998,29,,"Krajewski M. 1998: Nowy rejon występowania jaskiń w Niecce Nidziańskiej. Jaskinie 4 (11): 6, Kraków. Krakowiak A. 1996: Staszów na dziurach. Słowo Ludu nr 27 z dn. 1.02.1996, Kielce.",Niecka Nidziańska,
11388,Krajewski M. 1999,47,,"Krajewski M. 1999: Litologia i warunki sedymentacji górno jurajskich budowli z Doliny Będkowskiej. Sprawozdanie z posiedzeń Komisji Naukowych . PAN Oddział w Krakowie XLIII/I, styczeń-czerwiec 1999 r.",Wyżyna Śląsko-Krakowska,
11389,Krajewski M. 2000,47,,"Krajewski M. 2000: Lithology and morphology of Upper Jurasic carbonate buildings in Będkowska Valley, Krakow Region, Southern Poland. Ann. Soc. Geol. Pol. 70: 151-163, Kraków.",Wyżyna Śląsko-Krakowska,
11390,Krajewski M. 2001,47,,"Krajewski M. 2001: Upper Jurasic Chalki limestones In the Zakrzówek Horst, Kraków-Wieluń Upland (South Poland). Annales Societas geologorum Poloniae 71: 43-51, Kraków.",Wyżyna Śląsko-Krakowska,
11391,"Krajewski M., Jędrys J. 2006",47,,"Krajewski M., Jędrys J. 2006: Field trip A – Bolechowice – interpretation and development of the Upper Jurassic limestones in the fault zone of the Krzeszowice Graben. In: Wierzbowski A. et al. (Eds), Jurassic of Poland and adjacent Slovakian Carpathians, 68-70pp. Field trip guidebook. 7th International Congress on the Jurassic System, Kraków, Poland.",Wyżyna Śląsko-Krakowska,
11392,"Krajewski M., Matyszkiewicz J. 2004",47,,"Krajewski M., Matyszkiewicz J. 2004: Rozwój i architektura facjalna górno jurajskich kompleksów budowli węglanowych w SW części Wyżyny Krakowskiej. W; Partyka J., [red.], Zróżnicowanie i przemiany środowiska przyrodniczo-kulturowego Wyżyny Krakowsko-Częstochowskiej. Tom 1 - Przyroda: 27-42, Ojców.",Wyżyna Śląsko-Krakowska,
14001,"Krajewski M., Matyszkiewicz J. 2009",47,,"Krajewski M., Matyszkiewicz J. 2009: Upper Jurassic deposits In the Częstochowa Upland. [W:] (red. Krzysztof Cyrek, Andrzej Tyc, Paweł Socha) Karst of the Częstochowa Upland and of the Eastern Sudetes, paleoenviroments and protection. Studies of the Faculty of Earth Sciences, Univ. of Silesia No 56: 3-535, Sosnowiec-Wrocław.",Wyżyna Śląsko-Krakowska,
14225,Kral V. 1958,39,,"Kral V. 1958: Kras a jeskyn vychodnich Sudet. Acta Univ. Carolinae, Geologica, 2. Praha.",Sudety,
